Time,I,Q
14:00:39.669,534,524
14:00:39.669,524,520
14:00:39.669,526,519
14:00:39.669,522,523
14:00:39.669,515,520
14:00:39.669,521,519
14:00:39.669,523,523
14:00:39.669,522,524
14:00:39.669,522,523
14:00:39.669,522,523
14:00:39.669,525,523
14:00:39.669,525,523
14:00:39.669,518,523
14:00:39.716,520,518
14:00:39.716,522,520
14:00:39.716,523,522
14:00:39.716,518,523
14:00:39.716,520,524
14:00:39.716,526,527
14:00:39.716,520,523
14:00:39.716,522,517
14:00:39.716,525,519
14:00:39.716,524,524
14:00:39.716,519,519
14:00:39.716,522,520
14:00:39.716,529,519
14:00:39.716,527,519
14:00:39.716,528,522
14:00:39.716,522,523
14:00:39.716,523,523
14:00:39.716,519,522
14:00:39.716,521,521
14:00:39.716,520,525
14:00:39.716,520,521
14:00:39.769,518,520
14:00:39.769,531,521
14:00:39.769,524,517
14:00:39.769,527,517
14:00:39.769,525,522
14:00:39.769,523,522
14:00:39.769,517,524
14:00:39.769,520,521
14:00:39.769,522,521
14:00:39.769,524,521
14:00:39.769,526,523
14:00:39.769,520,519
14:00:39.769,521,524
14:00:39.769,522,524
14:00:39.769,524,524
14:00:39.769,520,526
14:00:39.769,518,522
14:00:39.769,527,522
14:00:39.769,522,523
14:00:39.769,520,522
14:00:39.769,521,520
14:00:39.769,522,520
14:00:39.816,524,521
14:00:39.816,524,522
14:00:39.816,518,522
14:00:39.816,522,521
14:00:39.816,526,523
14:00:39.816,520,525
14:00:39.816,524,520
14:00:39.816,521,525
14:00:39.816,520,521
14:00:39.816,524,522
14:00:39.816,519,520
14:00:39.816,522,522
14:00:39.816,524,525
14:00:39.816,518,523
14:00:39.816,522,522
14:00:39.816,522,525
14:00:39.816,518,528
14:00:39.816,524,519
14:00:39.816,526,523
14:00:39.816,523,521
14:00:39.816,517,522
14:00:39.870,524,523
14:00:39.870,523,522
14:00:39.870,521,520
14:00:39.870,522,520
14:00:39.870,518,520
14:00:39.870,527,523
14:00:39.870,519,518
14:00:39.870,527,522
14:00:39.870,521,522
14:00:39.870,527,524
14:00:39.870,522,519
14:00:39.870,526,520
14:00:39.870,521,523
14:00:39.870,519,523
14:00:39.870,517,522
14:00:39.870,520,521
14:00:39.870,523,524
14:00:39.870,518,522
14:00:39.870,519,522
14:00:39.870,520,522
14:00:39.870,524,525
14:00:39.870,522,520
14:00:39.870,527,523
14:00:39.917,523,522
14:00:39.917,524,521
14:00:39.917,523,519
14:00:39.917,528,523
14:00:39.917,522,523
14:00:39.917,518,524
14:00:39.917,522,522
14:00:39.917,522,521
14:00:39.917,525,521
14:00:39.917,524,524
14:00:39.917,516,526
14:00:39.917,518,526
14:00:39.917,521,525
14:00:39.917,524,525
14:00:39.917,520,523
14:00:39.917,522,522
14:00:39.917,521,524
14:00:39.917,517,522
14:00:39.917,525,521
14:00:39.917,524,523
14:00:39.970,523,524
14:00:39.970,519,522
14:00:39.970,523,521
14:00:39.970,522,520
14:00:39.970,526,522
14:00:39.970,524,522
14:00:39.970,520,519
14:00:39.970,522,521
14:00:39.970,519,522
14:00:39.970,524,523
14:00:39.970,519,521
14:00:39.970,522,521
14:00:39.970,526,521
14:00:39.970,529,525
14:00:39.970,520,522
14:00:39.970,525,523
14:00:39.970,519,523
14:00:39.970,521,522
14:00:39.970,521,519
14:00:39.970,524,524
14:00:39.970,516,520
14:00:39.970,519,519
14:00:39.970,526,524
14:00:40.017,519,522
14:00:40.017,524,522
14:00:40.017,525,523
14:00:40.017,525,523
