Time,I,Q
13:25:50.284,528,525
13:25:50.284,523,524
13:25:50.284,525,524
13:25:50.284,527,523
13:25:50.284,513,523
13:25:50.284,519,523
13:25:50.284,522,524
13:25:50.284,528,522
13:25:50.284,520,522
13:25:50.284,520,524
13:25:50.284,522,525
13:25:50.284,516,523
13:25:50.284,518,522
13:25:50.284,519,524
13:25:50.284,518,523
13:25:50.284,520,524
13:25:50.284,522,525
13:25:50.284,520,524
13:25:50.284,526,523
13:25:50.284,525,520
13:25:50.338,524,521
13:25:50.338,521,522
13:25:50.338,519,523
13:25:50.338,515,524
13:25:50.338,517,523
13:25:50.338,525,522
13:25:50.338,525,523
13:25:50.338,520,523
13:25:50.338,526,521
13:25:50.338,522,522
13:25:50.338,523,523
13:25:50.338,530,524
13:25:50.338,518,524
13:25:50.338,520,522
13:25:50.338,521,525
13:25:50.338,522,525
13:25:50.338,526,524
13:25:50.338,522,521
13:25:50.338,518,522
13:25:50.338,525,522
13:25:50.338,526,520
13:25:50.338,527,523
13:25:50.338,526,522
13:25:50.385,529,522
13:25:50.385,522,521
13:25:50.385,526,521
13:25:50.385,524,521
13:25:50.385,527,524
13:25:50.385,526,523
13:25:50.385,526,522
13:25:50.385,521,525
13:25:50.385,523,526
13:25:50.385,520,524
13:25:50.385,524,522
13:25:50.385,524,524
13:25:50.385,523,522
13:25:50.385,521,523
13:25:50.385,526,523
13:25:50.385,526,522
13:25:50.385,521,523
13:25:50.385,520,524
13:25:50.385,520,522
13:25:50.385,522,521
13:25:50.385,526,521
13:25:50.438,521,521
13:25:50.438,520,522
13:25:50.438,528,523
13:25:50.438,522,519
13:25:50.438,522,521
13:25:50.438,525,523
13:25:50.438,525,522
13:25:50.438,519,521
13:25:50.438,524,519
13:25:50.438,518,522
13:25:50.438,522,522
13:25:50.438,521,522
13:25:50.438,525,521
13:25:50.438,522,521
13:25:50.438,521,523
13:25:50.438,522,524
13:25:50.438,523,522
13:25:50.438,526,525
13:25:50.438,520,519
13:25:50.438,524,523
13:25:50.438,520,521
13:25:50.438,518,523
13:25:50.471,522,522
13:25:50.471,520,522
13:25:50.471,520,523
13:25:50.471,517,524
13:25:50.471,523,522
13:25:50.471,522,524
13:25:50.471,518,521
13:25:50.471,519,522
13:25:50.471,521,523
13:25:50.471,521,524
13:25:50.471,523,524
13:25:50.471,523,523
13:25:50.471,526,524
13:25:50.471,523,523
13:25:50.471,521,521
13:25:50.518,524,524
13:25:50.518,518,522
13:25:50.518,524,522
13:25:50.518,522,524
13:25:50.518,525,521
13:25:50.518,531,523
13:25:50.518,518,522
13:25:50.518,522,524
13:25:50.518,523,523
13:25:50.518,523,523
13:25:50.518,527,520
13:25:50.518,525,523
13:25:50.518,523,523
13:25:50.518,523,523
13:25:50.518,519,523
13:25:50.518,524,526
13:25:50.518,519,522
13:25:50.518,529,522
13:25:50.518,523,524
13:25:50.518,524,519
13:25:50.554,525,523
13:25:50.554,521,520
13:25:50.554,525,522
13:25:50.554,520,523
13:25:50.554,526,526
13:25:50.554,527,524
13:25:50.554,523,524
13:25:50.554,523,523
13:25:50.554,519,523
13:25:50.554,523,523
13:25:50.554,520,523
13:25:50.554,527,524
13:25:50.554,520,525
13:25:50.554,526,521
13:25:50.554,519,522
13:25:50.602,519,521
13:25:50.602,523,522
13:25:50.602,527,522
13:25:50.602,525,521
13:25:50.602,523,522
13:25:50.602,528,524
13:25:50.602,524,522
13:25:50.602,526,519
13:25:50.602,529,520
13:25:50.602,525,521
13:25:50.602,523,522
13:25:50.602,523,522
13:25:50.602,524,523
13:25:50.602,523,525
13:25:50.602,524,523
13:25:50.602,522,522
13:25:50.602,522,526
13:25:50.602,519,520
13:25:50.602,519,521
13:25:50.602,523,520
13:25:50.602,521,521
13:25:50.638,520,521
13:25:50.638,518,524
13:25:50.638,522,524
13:25:50.638,516,522
13:25:50.638,519,522
13:25:50.638,520,522
13:25:50.638,524,523
13:25:50.638,526,523
13:25:50.638,525,523
13:25:50.638,526,524
13:25:50.638,516,524
13:25:50.638,526,523
13:25:50.638,527,521
13:25:50.638,526,524
13:25:50.638,522,522
13:25:50.638,518,521
13:25:50.685,525,520
13:25:50.685,519,521
13:25:50.685,523,521
13:25:50.685,522,519
13:25:50.685,524,520
13:25:50.685,524,521
13:25:50.685,526,524
13:25:50.685,522,523
13:25:50.685,524,524
13:25:50.685,515,524
13:25:50.685,519,525
13:25:50.685,520,522
13:25:50.685,526,520
13:25:50.685,527,523
13:25:50.685,521,523
13:25:50.685,518,523
13:25:50.685,523,524
13:25:50.685,519,522
13:25:50.685,523,524
13:25:50.685,526,521
13:25:50.738,525,522
13:25:50.738,524,523
13:25:50.738,519,521
13:25:50.738,527,524
13:25:50.738,524,524
13:25:50.738,525,525
13:25:50.738,524,522
13:25:50.738,522,521
13:25:50.738,523,523
13:25:50.738,521,526
13:25:50.738,523,523
13:25:50.738,519,522
13:25:50.738,524,522
13:25:50.738,518,521
13:25:50.738,520,520
13:25:50.738,515,523
13:25:50.738,521,524
13:25:50.738,515,523
13:25:50.738,527,522
13:25:50.738,525,520
13:25:50.738,528,521
13:25:50.738,518,521
13:25:50.738,528,520
13:25:50.785,528,522
13:25:50.785,521,521
13:25:50.785,526,522
13:25:50.785,525,521
13:25:50.785,526,523
13:25:50.785,529,523
13:25:50.785,526,522
13:25:50.785,526,520
13:25:50.785,520,525
13:25:50.785,520,521
13:25:50.785,524,523
13:25:50.785,523,520
13:25:50.785,524,523
13:25:50.785,517,525
13:25:50.785,521,524
13:25:50.785,525,523
13:25:50.785,522,522
13:25:50.785,523,525
13:25:50.785,521,525
13:25:50.785,518,524
13:25:50.839,520,522
13:25:50.839,519,522
