Time,I,Q
52:34.0,512,448
52:34.1,511,448
52:34.1,517,442
52:34.1,521,441
52:34.1,531,438
52:34.1,539,435
52:34.1,535,433
52:34.1,544,430
52:34.1,546,430
52:34.1,552,428
52:34.1,555,430
52:34.1,557,431
52:34.1,562,432
52:34.1,567,433
52:34.1,567,435
52:34.1,572,436
52:34.1,572,439
52:34.1,579,448
52:34.1,577,454
52:34.1,579,460
52:34.1,587,462
52:34.1,590,459
52:34.1,590,473
52:34.1,595,484
52:34.1,588,486
52:34.1,590,498
52:34.1,586,503
52:34.1,581,508
52:34.1,579,516
52:34.1,574,523
52:34.1,572,530
52:34.1,578,539
52:34.1,568,544
52:34.1,566,540
52:34.1,562,552
52:34.1,562,556
52:34.1,559,562
52:34.1,549,563
52:34.1,547,568
52:34.1,542,577
52:34.1,534,580
52:34.2,530,584
52:34.2,528,581
52:34.2,523,579
52:34.2,526,579
52:34.2,523,581
52:34.2,514,592
52:34.2,507,588
52:34.2,502,582
52:34.2,507,584
52:34.2,502,585
52:34.2,493,583
52:34.2,492,576
52:34.2,494,580
52:34.2,490,577
52:34.2,491,575
52:34.2,488,572
52:34.2,486,572
52:34.2,483,569
52:34.2,483,563
52:34.2,483,561
52:34.2,484,561
52:34.2,484,555
52:34.2,482,559
52:34.2,482,555
52:34.2,478,551
52:34.2,480,541
52:34.2,484,540
52:34.2,485,540
52:34.2,479,535
52:34.2,478,536
52:34.2,485,532
52:34.2,475,532
52:34.2,488,527
52:34.2,487,524
52:34.2,493,522
52:34.2,489,524
52:34.2,496,521
52:34.2,498,521
52:34.2,495,518
52:34.2,496,515
52:34.2,505,513
52:34.2,506,517
52:34.2,502,500
52:34.2,517,504
52:34.2,513,498
52:34.2,519,498
52:34.2,525,502
52:34.2,519,503
52:34.2,516,500
52:34.2,515,501
52:34.2,529,500
52:34.2,523,501
52:34.2,523,499
52:34.2,526,513
52:34.2,519,508
52:34.2,519,512
52:34.2,523,512
52:34.2,523,506
52:34.2,523,510
52:34.2,520,509
52:34.3,524,508
52:34.3,528,506
52:34.3,533,508
52:34.3,530,506
52:34.3,532,501
52:34.3,531,506
52:34.3,535,505
52:34.3,533,503
52:34.3,535,503
52:34.3,537,502
52:34.3,540,503
52:34.3,535,501
52:34.3,539,503
52:34.3,536,509
52:34.3,535,504
52:34.3,538,507
52:34.3,528,509
52:34.3,532,510
52:34.3,532,511
52:34.3,539,507
52:34.3,537,514
52:34.3,532,510
52:34.3,532,512
52:34.3,537,509
52:34.3,535,509
52:34.3,535,512
52:34.3,530,508
52:34.3,536,510
52:34.3,536,509
52:34.3,534,509
52:34.3,533,509
52:34.3,525,507
52:34.3,538,510
52:34.3,532,509
52:34.3,530,511
52:34.3,537,513
52:34.3,531,514
52:34.3,531,512
52:34.3,530,512
52:34.3,531,515
52:34.3,531,511
52:34.4,530,512
52:34.4,531,516
52:34.4,525,517
52:34.4,531,517
52:34.4,522,510
52:34.4,526,518
52:34.4,530,512
52:34.4,525,512
52:34.4,525,511
52:34.4,523,518
52:34.4,521,515
52:34.4,517,521
52:34.4,520,517
52:34.4,519,525
52:34.4,516,526
52:34.4,507,524
52:34.4,515,531
52:34.4,514,529
52:34.4,512,529
52:34.4,515,535
52:34.4,515,535
52:34.4,510,533
52:34.4,514,536
52:34.4,519,532
52:34.4,519,533
52:34.4,515,533
52:34.4,518,531
52:34.4,522,527
52:34.4,522,533
52:34.4,521,533
52:34.4,523,530
52:34.4,514,529
52:34.4,520,525
52:34.4,527,530
52:34.4,523,527
52:34.4,521,530
52:34.4,515,531
52:34.4,524,532
52:34.4,514,532
52:34.4,522,529
52:34.5,528,534
52:34.5,514,534
52:34.5,516,530
52:34.5,526,535
52:34.5,522,531
52:34.5,529,530
52:34.5,527,531
52:34.5,523,527
52:34.5,531,526
52:34.5,528,519
52:34.5,524,522
52:34.5,533,518
52:34.5,527,515
52:34.5,529,513
52:34.5,536,518
52:34.5,525,515
52:34.5,532,516
52:34.5,535,513
52:34.5,534,513
52:34.5,534,514
52:34.5,527,512
52:34.5,526,513
52:34.5,530,515
52:34.5,525,512
52:34.5,526,513
52:34.5,531,513
52:34.5,528,515
52:34.5,525,512
52:34.5,535,513
52:34.5,533,514
52:34.5,522,512
52:34.5,532,510
52:34.5,527,507
52:34.5,530,509
52:34.5,528,508
52:34.5,528,508
52:34.5,531,510
52:34.5,527,509
52:34.5,525,507
52:34.5,527,509
52:34.6,523,510
52:34.6,525,513
52:34.6,527,509
52:34.6,527,510
52:34.6,525,514
52:34.6,525,515
52:34.6,517,512
52:34.6,518,514
52:34.6,518,516
52:34.6,517,515
52:34.6,521,519
52:34.6,522,519
52:34.6,516,515
52:34.6,517,521
52:34.6,519,519
52:34.6,513,521
52:34.6,523,524
52:34.6,518,525
52:34.6,515,523
52:34.6,514,528
52:34.6,515,529
52:34.6,519,530
52:34.6,517,526
52:34.6,515,526
52:34.6,518,528
52:34.6,516,532
52:34.6,520,529
52:34.6,519,529
52:34.6,521,530
52:34.6,523,529
52:34.6,525,525
52:34.6,524,527
52:34.6,527,529
52:34.6,519,530
52:34.6,522,526
52:34.6,524,531
52:34.6,520,530
52:34.6,518,528
52:34.6,526,529
52:34.6,531,522
52:34.6,527,524
52:34.7,525,524
52:34.7,530,523
52:34.7,525,521
52:34.7,528,523
52:34.7,522,521
52:34.7,530,526
52:34.7,523,522
52:34.7,527,526
52:34.7,525,524
52:34.7,525,524
52:34.7,519,522
52:34.7,521,525
52:34.7,528,525
52:34.7,524,521
52:34.7,526,524
52:34.7,528,520
52:34.7,529,521
52:34.7,521,523
52:34.7,528,524
52:34.7,530,523
52:34.7,519,522
52:34.7,527,519
52:34.7,527,522
52:34.7,528,520
52:34.7,528,518
52:34.7,530,519
52:34.7,527,520
52:34.7,524,519
52:34.7,526,518
52:34.7,526,522
52:34.7,531,519
52:34.7,530,520
52:34.7,527,520
52:34.7,526,520
52:34.7,531,526
52:34.7,522,521
52:34.7,530,523
52:34.7,530,527
52:34.7,521,521
52:34.7,527,525
52:34.7,529,523
52:34.8,528,523
52:34.8,523,525
52:34.8,526,524
52:34.8,516,521
52:34.8,525,521
52:34.8,526,524
52:34.8,529,526
52:34.8,523,523
52:34.8,528,525
52:34.8,519,524
52:34.8,521,525
52:34.8,528,529
52:34.8,517,525
52:34.8,526,528
52:34.8,527,530
52:34.8,523,529
52:34.8,522,526
52:34.8,523,527
52:34.8,521,527
52:34.8,523,529
52:34.8,524,528
52:34.8,521,522
52:34.8,527,526
52:34.8,520,527
52:34.8,518,525
52:34.8,526,527
52:34.8,525,530
52:34.8,523,529
52:34.8,517,528
52:34.8,526,527
52:34.8,520,529
52:34.8,520,527
52:34.8,517,530
52:34.8,519,528
52:34.8,519,530
52:34.8,523,527
52:34.8,522,529
52:34.8,512,529
52:34.8,517,530
52:34.8,519,526
52:34.9,518,526
52:34.9,515,527
52:34.9,513,526
52:34.9,520,526
52:34.9,521,530
52:34.9,522,527
52:34.9,525,527
52:34.9,517,528
52:34.9,519,526
52:34.9,513,524
52:34.9,522,526
52:34.9,521,527
52:34.9,513,529
52:34.9,518,528
52:34.9,518,532
52:34.9,522,528
52:34.9,513,528
52:34.9,518,524
52:34.9,522,530
52:34.9,517,526
52:34.9,523,529
52:34.9,518,528
52:34.9,519,526
52:34.9,523,520
52:34.9,522,521
52:34.9,523,521
52:34.9,519,517
52:34.9,521,524
52:34.9,510,522
52:34.9,522,523
52:34.9,516,526
52:34.9,512,522
52:34.9,518,527
52:34.9,514,523
52:34.9,519,525
52:34.9,521,522
52:34.9,521,526
52:34.9,519,522
52:34.9,517,524
52:34.9,521,524
52:35.0,519,524
52:35.0,522,521
52:35.0,521,519
52:35.0,522,522
52:35.0,518,521
52:35.0,525,517
52:35.0,519,522
52:35.0,515,517
52:35.0,515,519
52:35.0,518,516
52:35.0,522,522
52:35.0,521,521
52:35.0,521,525
52:35.0,520,523
52:35.0,516,521
52:35.0,522,521
52:35.0,520,518
52:35.0,521,523
52:35.0,524,521
52:35.0,518,520
52:35.0,512,522
52:35.0,515,517
52:35.0,521,522
52:35.0,519,520
52:35.0,516,520
52:35.0,519,519
52:35.0,521,516
52:35.0,523,518
52:35.0,519,517
52:35.0,521,517
52:35.0,521,520
52:35.0,515,517
52:35.0,518,516
52:35.0,524,513
52:35.0,526,516
52:35.0,528,520
52:35.0,522,515
52:35.0,526,519
52:35.0,517,520
52:35.0,519,516
52:35.0,526,518
52:35.0,524,514
52:35.0,523,514
52:35.0,523,516
52:35.0,523,516
52:35.0,525,515
52:35.0,530,519
52:35.0,522,518
52:35.0,523,518
52:35.0,523,514
52:35.0,523,517
52:35.0,520,516
52:35.0,526,516
52:35.0,524,516
52:35.0,527,519
52:35.0,520,518
52:35.0,515,515
52:35.0,524,514
52:35.0,523,516
52:35.0,527,512
52:35.0,529,514
52:35.1,522,518
52:35.1,521,519
52:35.1,516,519
52:35.1,522,519
52:35.1,520,517
52:35.1,518,517
52:35.1,519,515
52:35.1,525,516
52:35.1,522,518
52:35.1,524,518
52:35.1,526,516
52:35.1,523,516
52:35.1,521,513
52:35.1,526,516
52:35.1,528,518
52:35.1,523,517
52:35.1,519,516
52:35.1,520,522
52:35.1,519,517
52:35.1,523,518
52:35.1,530,517
52:35.1,521,517
52:35.1,527,518
52:35.1,519,516
52:35.1,522,515
52:35.1,521,517
52:35.1,526,519
52:35.1,525,520
52:35.1,518,518
52:35.1,525,519
52:35.1,525,521
52:35.1,522,517
52:35.1,522,518
52:35.1,518,516
52:35.1,521,516
52:35.1,523,518
52:35.1,517,517
52:35.1,517,513
52:35.1,516,515
52:35.1,521,515
52:35.1,527,515
52:35.2,518,519
52:35.2,523,514
52:35.2,526,515
52:35.2,520,519
52:35.2,525,514
52:35.2,525,516
52:35.2,522,517
52:35.2,521,516
52:35.2,524,518
52:35.2,515,519
52:35.2,522,524
52:35.2,514,516
52:35.2,520,516
52:35.2,527,521
52:35.2,518,519
52:35.2,524,521
52:35.2,519,516
52:35.2,518,523
52:35.2,515,522
52:35.2,519,521
52:35.2,522,523
52:35.2,517,518
52:35.2,522,519
52:35.2,525,522
52:35.2,526,516
52:35.2,524,524
52:35.2,511,524
52:35.2,522,522
52:35.2,525,522
52:35.2,518,526
52:35.2,520,524
52:35.2,523,527
52:35.2,515,526
52:35.2,519,526
52:35.2,521,522
52:35.2,515,526
52:35.2,522,525
52:35.2,522,527
52:35.2,520,526
52:35.2,512,528
52:35.3,517,525
52:35.3,519,530
52:35.3,514,527
52:35.3,518,529
52:35.3,516,528
52:35.3,521,530
52:35.3,516,528
52:35.3,524,528
52:35.3,518,529
52:35.3,513,533
52:35.3,512,529
52:35.3,520,537
52:35.3,516,532
52:35.3,518,533
52:35.3,514,534
52:35.3,514,535
52:35.3,515,535
52:35.3,514,535
52:35.3,515,538
52:35.3,519,533
52:35.3,521,532
52:35.3,513,534
52:35.3,515,533
52:35.3,518,536
52:35.3,516,537
52:35.3,516,537
52:35.3,520,537
52:35.3,520,534
52:35.3,517,542
52:35.3,514,535
52:35.3,521,541
52:35.3,519,535
52:35.3,516,540
52:35.3,514,546
52:35.3,512,540
52:35.3,514,539
52:35.3,514,538
52:35.3,523,539
52:35.3,516,539
52:35.3,518,539
52:35.4,522,540
52:35.4,523,537
52:35.4,520,538
52:35.4,518,532
52:35.4,522,537
52:35.4,516,538
52:35.4,522,538
52:35.4,522,538
52:35.4,520,538
52:35.4,521,537
52:35.4,516,542
52:35.4,520,536
52:35.4,521,534
52:35.4,524,540
52:35.4,517,536
52:35.4,525,535
52:35.4,522,533
52:35.4,521,532
52:35.4,529,529
52:35.4,528,530
52:35.4,522,532
52:35.4,525,525
52:35.4,530,530
52:35.4,532,526
52:35.4,528,528
52:35.4,526,521
52:35.4,529,526
52:35.4,531,526
52:35.4,527,523
52:35.4,528,524
52:35.4,528,522
52:35.4,528,522
52:35.4,530,522
52:35.4,538,520
52:35.4,534,524
52:35.4,527,523
52:35.4,527,517
52:35.4,531,517
52:35.4,533,518
52:35.4,535,520
52:35.4,530,518
52:35.5,540,517
52:35.5,530,517
52:35.5,538,514
52:35.5,535,517
52:35.5,533,512
52:35.5,536,511
52:35.5,534,510
52:35.5,533,514
52:35.5,533,512
52:35.5,538,509
52:35.5,540,510
52:35.5,530,510
52:35.5,533,506
52:35.5,537,506
52:35.5,534,509
52:35.5,529,505
52:35.5,541,504
52:35.5,539,501
52:35.5,542,504
52:35.5,537,502
52:35.5,534,501
52:35.5,537,503
52:35.5,533,500
52:35.5,539,496
52:35.5,543,500
52:35.5,535,499
52:35.5,536,498
52:35.5,537,499
52:35.5,533,494
52:35.5,538,495
52:35.5,538,496
52:35.5,537,498
52:35.5,535,497
52:35.5,536,495
52:35.5,540,494
52:35.5,536,492
52:35.5,536,491
52:35.5,534,494
52:35.5,534,497
52:35.5,529,495
52:35.6,534,491
52:35.6,538,490
52:35.6,526,496
52:35.6,528,494
52:35.6,530,495
52:35.6,533,492
52:35.6,537,496
52:35.6,526,497
52:35.6,531,496
52:35.6,531,497
52:35.6,527,494
52:35.6,533,500
52:35.6,525,501
52:35.6,521,500
52:35.6,521,500
52:35.6,517,501
52:35.6,516,506
52:35.6,515,500
52:35.6,519,502
52:35.6,520,506
52:35.6,515,504
52:35.6,518,503
52:35.6,515,507
52:35.6,505,513
52:35.6,510,509
52:35.6,517,513
52:35.6,503,511
52:35.6,516,513
52:35.6,508,509
52:35.6,504,516
52:35.6,508,513
52:35.6,513,522
52:35.6,506,518
52:35.6,514,520
52:35.6,511,520
52:35.6,505,523
52:35.6,507,527
52:35.6,501,523
52:35.6,509,529
52:35.6,500,532
52:35.7,509,527
52:35.7,500,530
52:35.7,509,531
52:35.7,502,532
52:35.7,502,536
52:35.7,496,537
52:35.7,499,538
52:35.7,503,541
52:35.7,507,544
52:35.7,504,542
52:35.7,501,544
52:35.7,504,551
52:35.7,496,549
52:35.7,501,552
52:35.7,497,550
52:35.7,499,550
52:35.7,496,555
52:35.7,504,554
52:35.7,498,552
52:35.7,501,555
52:35.7,504,553
52:35.7,511,559
52:35.7,496,558
52:35.7,507,556
52:35.7,504,557
52:35.7,507,554
52:35.7,510,551
52:35.7,508,556
52:35.7,504,555
52:35.7,509,558
52:35.7,510,552
52:35.7,511,557
52:35.7,507,556
52:35.7,508,556
52:35.7,512,557
52:35.7,515,557
52:35.7,517,556
52:35.7,520,555
52:35.7,511,553
52:35.7,513,553
52:35.7,514,551
52:35.7,514,551
52:35.7,521,551
52:35.7,522,550
52:35.7,523,549
52:35.7,526,548
52:35.7,525,550
52:35.7,529,549
52:35.7,524,543
52:35.7,528,543
52:35.7,534,549
52:35.7,531,541
52:35.7,542,538
52:35.7,534,536
52:35.7,542,540
52:35.7,536,535
52:35.7,541,531
52:35.7,541,530
52:35.7,543,529
52:35.7,536,527
52:35.7,539,527
52:35.8,543,523
52:35.8,540,523
52:35.8,544,522
52:35.8,545,519
52:35.8,537,519
52:35.8,546,514
52:35.8,548,514
52:35.8,550,512
52:35.8,552,510
52:35.8,547,509
52:35.8,548,508
52:35.8,544,507
52:35.8,543,501
52:35.8,547,502
52:35.8,549,502
52:35.8,548,501
52:35.8,548,497
52:35.8,555,498
52:35.8,552,495
52:35.8,553,490
52:35.8,555,493
52:35.8,554,491
52:35.8,552,495
52:35.8,547,488
52:35.8,544,493
52:35.8,545,491
52:35.8,542,489
52:35.8,543,484
52:35.8,549,482
52:35.8,544,481
52:35.8,550,477
52:35.8,547,481
52:35.8,538,477
52:35.8,537,476
52:35.8,539,477
52:35.8,540,476
52:35.8,541,475
52:35.8,536,472
52:35.8,540,470
52:35.8,538,473
52:35.9,533,473
52:35.9,532,470
52:35.9,528,473
52:35.9,532,476
52:35.9,530,470
52:35.9,529,475
52:35.9,522,477
52:35.9,514,479
52:35.9,519,483
52:35.9,516,482
52:35.9,511,483
52:35.9,512,487
52:35.9,508,492
52:35.9,512,496
52:35.9,506,498
52:35.9,502,495
52:35.9,500,500
52:35.9,503,510
52:35.9,500,507
52:35.9,495,513
52:35.9,495,511
52:35.9,501,517
52:35.9,498,522
52:35.9,491,520
52:35.9,495,525
52:35.9,493,528
52:35.9,491,528
52:35.9,490,534
52:35.9,492,531
52:35.9,495,540
52:35.9,488,538
52:35.9,484,542
52:35.9,490,546
52:35.9,487,542
52:35.9,495,543
52:35.9,492,546
52:35.9,490,553
52:35.9,488,547
52:35.9,490,553
52:35.9,491,558
52:36.0,491,560
52:36.0,493,563
52:36.0,487,563
52:36.0,488,567
52:36.0,493,567
52:36.0,489,571
52:36.0,488,574
52:36.0,487,579
52:36.0,487,582
52:36.0,487,586
52:36.0,485,581
52:36.0,491,586
52:36.0,498,587
52:36.0,496,590
52:36.0,496,589
52:36.0,502,590
52:36.0,497,594
52:36.0,496,595
52:36.0,506,595
52:36.0,510,596
52:36.0,504,592
52:36.0,511,592
52:36.0,513,595
52:36.0,509,594
52:36.0,522,588
52:36.0,530,586
52:36.0,531,579
52:36.0,534,575
52:36.0,538,576
52:36.0,534,569
52:36.0,539,565
52:36.0,546,557
52:36.0,559,553
52:36.0,555,550
52:36.0,560,546
52:36.0,557,537
52:36.0,559,536
52:36.0,561,529
52:36.0,569,529
52:36.0,561,522
52:36.1,570,515
52:36.1,570,509
52:36.1,570,506
52:36.1,570,503
52:36.1,574,495
52:36.1,578,489
52:36.1,570,490
52:36.1,572,480
52:36.1,576,476
52:36.1,577,474
52:36.1,573,472
52:36.1,575,463
52:36.1,576,464
52:36.1,572,453
52:36.1,577,451
52:36.1,571,449
52:36.1,576,443
52:36.1,574,442
52:36.1,568,436
52:36.1,571,431
52:36.1,568,429
52:36.1,563,422
52:36.1,565,420
52:36.1,560,419
52:36.1,561,418
52:36.1,556,419
52:36.1,556,415
52:36.1,552,417
52:36.1,543,416
52:36.1,546,419
52:36.1,539,422
52:36.1,531,428
52:36.1,516,430
52:36.1,523,431
52:36.1,509,438
52:36.1,510,445
52:36.1,497,450
52:36.1,492,458
52:36.1,486,465
52:36.1,481,472
52:36.1,479,482
52:36.1,477,494
52:36.2,469,498
52:36.2,469,506
52:36.2,466,510
52:36.2,467,522
52:36.2,460,532
52:36.2,454,539
52:36.2,458,542
52:36.2,457,550
52:36.2,464,555
52:36.2,460,562
52:36.2,459,574
52:36.2,447,573
52:36.2,453,584
52:36.2,452,587
52:36.2,447,595
52:36.2,456,595
52:36.2,456,603
52:36.2,461,606
52:36.2,460,611
52:36.2,460,611
52:36.2,465,616
52:36.2,466,621
52:36.2,467,620
52:36.2,471,622
52:36.2,480,626
52:36.2,472,628
52:36.2,487,623
52:36.2,496,626
52:36.2,488,624
52:36.2,499,629
52:36.2,504,623
52:36.2,505,623
52:36.2,508,619
52:36.2,518,616
52:36.2,519,612
52:36.2,524,606
52:36.2,539,605
52:36.2,534,601
52:36.2,538,594
52:36.2,547,588
52:36.3,551,585
52:36.3,552,573
52:36.3,559,570
52:36.3,556,563
52:36.3,562,559
52:36.3,565,549
52:36.3,567,544
52:36.3,575,536
52:36.3,570,531
52:36.3,577,527
52:36.3,575,523
52:36.3,574,514
52:36.3,578,511
52:36.3,581,505
52:36.3,585,500
52:36.3,587,495
52:36.3,584,495
52:36.3,584,492
52:36.3,582,485
52:36.3,587,483
52:36.3,581,479
52:36.3,585,469
52:36.3,585,470
52:36.3,576,464
52:36.3,579,457
52:36.3,581,452
52:36.3,572,449
52:36.3,579,440
52:36.3,579,439
52:36.3,573,433
52:36.3,573,436
52:36.3,571,435
52:36.3,567,427
52:36.3,559,432
52:36.3,557,429
52:36.3,550,428
52:36.3,554,426
52:36.3,544,430
52:36.3,538,429
52:36.3,545,431
52:36.4,527,431
52:36.4,538,439
52:36.4,523,438
52:36.4,518,438
52:36.4,517,442
52:36.4,513,450
52:36.4,504,446
52:36.4,510,451
52:36.4,503,457
52:36.4,505,457
52:36.4,507,463
52:36.4,504,470
52:36.4,494,473
52:36.4,498,477
52:36.4,501,481
52:36.4,496,486
52:36.4,493,488
52:36.4,495,494
52:36.4,494,500
52:36.4,489,506
52:36.4,490,508
52:36.4,487,508
52:36.4,491,513
52:36.4,486,522
52:36.4,476,524
52:36.4,477,525
52:36.4,481,533
52:36.4,474,535
52:36.4,474,536
52:36.4,479,547
52:36.4,469,555
52:36.4,461,555
52:36.4,471,563
52:36.4,457,566
52:36.4,461,570
52:36.4,469,573
52:36.4,462,579
52:36.4,465,582
52:36.4,464,588
52:36.4,466,591
52:36.4,465,591
52:36.5,465,592
52:36.5,469,592
52:36.5,468,593
52:36.5,469,590
52:36.5,471,590
52:36.5,479,589
52:36.5,478,598
52:36.5,477,596
52:36.5,482,597
52:36.5,482,595
52:36.5,490,590
52:36.5,497,593
52:36.5,495,585
52:36.5,502,588
52:36.5,502,587
52:36.5,503,587
52:36.5,501,584
52:36.5,505,582
52:36.5,517,584
52:36.5,509,580
52:36.5,513,581
52:36.5,513,581
52:36.5,519,579
52:36.5,521,577
52:36.5,525,575
52:36.5,526,569
52:36.5,529,573
52:36.5,522,567
52:36.5,523,568
52:36.5,533,560
52:36.5,539,566
52:36.5,530,562
52:36.5,533,561
52:36.5,536,555
52:36.5,541,556
52:36.5,541,554
52:36.5,540,553
52:36.5,549,548
52:36.5,550,544
52:36.5,551,542
52:36.5,547,537
52:36.5,552,535
52:36.5,553,533
52:36.5,549,532
52:36.5,556,527
52:36.5,563,524
52:36.5,564,518
52:36.5,560,516
52:36.5,557,510
52:36.5,562,512
52:36.5,561,510
52:36.5,560,502
52:36.5,572,501
52:36.5,566,499
52:36.5,566,499
52:36.5,566,492
52:36.5,571,492
52:36.5,568,488
52:36.5,569,493
52:36.5,565,484
52:36.6,572,486
52:36.6,565,486
52:36.6,555,484
52:36.6,568,480
52:36.6,568,481
52:36.6,561,486
52:36.6,566,483
52:36.6,560,481
52:36.6,562,480
52:36.6,554,482
52:36.6,553,482
52:36.6,551,481
52:36.6,558,482
52:36.6,554,479
52:36.6,552,484
52:36.6,548,480
52:36.6,546,484
52:36.6,543,488
52:36.6,542,487
52:36.6,546,485
52:36.6,548,484
52:36.6,538,483
52:36.6,542,482
52:36.6,544,480
52:36.6,538,484
52:36.6,543,481
52:36.6,542,484
52:36.6,537,487
52:36.6,528,483
52:36.6,532,485
52:36.6,530,479
52:36.6,539,482
52:36.6,537,485
52:36.6,530,482
52:36.6,522,483
52:36.6,534,484
52:36.6,535,485
52:36.6,531,481
52:36.6,529,486
52:36.6,526,485
52:36.7,530,484
52:36.7,525,488
52:36.7,526,488
52:36.7,522,486
52:36.7,525,491
52:36.7,521,491
52:36.7,520,494
52:36.7,519,495
52:36.7,514,497
52:36.7,514,494
52:36.7,514,492
52:36.7,515,496
52:36.7,516,494
52:36.7,517,501
52:36.7,519,500
52:36.7,507,506
52:36.7,505,504
52:36.7,513,501
52:36.7,512,502
52:36.7,506,504
52:36.7,509,505
52:36.7,507,510
52:36.7,504,508
52:36.7,506,508
52:36.7,507,511
52:36.7,504,509
52:36.7,499,515
52:36.7,502,520
52:36.7,498,515
52:36.7,501,514
52:36.7,510,518
52:36.7,498,519
52:36.7,503,516
52:36.7,504,521
52:36.7,503,515
52:36.7,509,523
52:36.7,500,523
52:36.7,501,524
52:36.7,502,522
52:36.7,499,525
52:36.7,501,522
52:36.8,503,516
52:36.8,508,523
52:36.8,500,524
52:36.8,506,527
52:36.8,503,521
52:36.8,506,524
52:36.8,502,523
52:36.8,508,528
52:36.8,506,529
52:36.8,500,525
52:36.8,504,525
52:36.8,511,527
52:36.8,506,527
52:36.8,506,529
52:36.8,504,534
52:36.8,498,536
52:36.8,502,537
52:36.8,504,538
52:36.8,501,536
52:36.8,502,539
52:36.8,502,542
52:36.8,504,540
52:36.8,499,545
52:36.8,503,543
52:36.8,504,543
52:36.8,502,546
52:36.8,498,548
52:36.8,496,548
52:36.8,502,551
52:36.8,496,549
52:36.8,500,555
52:36.8,499,549
52:36.8,503,553
52:36.8,501,553
52:36.8,504,557
52:36.9,502,556
52:36.9,503,555
52:36.9,503,557
52:36.9,502,555
52:36.9,512,557
52:36.9,497,559
52:36.9,507,558
52:36.9,506,557
52:36.9,505,553
52:36.9,504,556
52:36.9,506,558
52:36.9,501,556
52:36.9,508,559
52:36.9,508,560
52:36.9,511,561
52:36.9,510,562
52:36.9,510,561
52:36.9,510,556
52:36.9,506,563
52:36.9,514,562
52:36.9,512,561
52:36.9,509,558
52:36.9,517,557
52:36.9,514,561
52:36.9,514,558
52:36.9,508,560
52:36.9,511,556
52:36.9,516,557
52:36.9,512,553
52:36.9,520,552
52:36.9,519,552
52:36.9,514,551
52:36.9,525,549
52:36.9,523,548
52:36.9,526,552
52:36.9,528,553
52:36.9,522,548
52:36.9,529,550
52:36.9,522,546
52:36.9,534,548
52:37.0,527,544
52:37.0,533,542
52:37.0,537,546
52:37.0,531,542
52:37.0,533,541
52:37.0,531,540
52:37.0,537,537
52:37.0,536,536
52:37.0,535,537
52:37.0,536,534
52:37.0,544,537
52:37.0,539,535
52:37.0,536,530
52:37.0,540,532
52:37.0,538,531
52:37.0,541,529
52:37.0,536,530
52:37.0,537,531
52:37.0,539,527
52:37.0,545,529
52:37.0,536,524
52:37.0,536,525
52:37.0,538,522
52:37.0,542,523
52:37.0,540,521
52:37.0,543,518
52:37.0,543,516
52:37.0,541,518
52:37.0,535,520
52:37.0,539,519
52:37.0,536,519
52:37.0,533,515
52:37.0,543,516
52:37.0,539,513
52:37.0,539,512
52:37.0,534,511
52:37.0,542,513
52:37.0,529,514
52:37.0,534,507
52:37.0,537,513
52:37.1,532,511
52:37.1,536,510
52:37.1,537,511
52:37.1,536,508
52:37.1,539,512
52:37.1,538,511
52:37.1,531,511
52:37.1,529,509
52:37.1,530,514
52:37.1,523,510
52:37.1,533,510
52:37.1,531,513
