Time,I,Q
18:38:10.429,535,526
18:38:10.429,528,528
18:38:10.429,523,530
18:38:10.429,526,534
18:38:10.429,522,533
18:38:10.429,523,532
18:38:10.429,517,532
18:38:10.429,523,532
18:38:10.429,522,530
18:38:10.429,519,529
18:38:10.429,522,531
18:38:10.429,522,527
18:38:10.429,525,530
18:38:10.429,524,530
18:38:10.429,524,529
18:38:10.429,526,529
18:38:10.477,525,529
18:38:10.477,522,527
18:38:10.477,520,527
18:38:10.477,520,522
18:38:10.477,525,522
18:38:10.477,525,520
18:38:10.477,526,523
18:38:10.477,519,521
18:38:10.477,524,521
18:38:10.477,517,523
18:38:10.477,516,523
18:38:10.477,520,524
18:38:10.477,515,526
18:38:10.477,518,525
18:38:10.477,514,524
18:38:10.477,513,522
18:38:10.477,520,524
18:38:10.477,523,522
18:38:10.477,527,524
18:38:10.477,526,517
18:38:10.477,529,516
18:38:10.523,531,515
18:38:10.523,530,518
18:38:10.523,530,518
18:38:10.523,524,521
18:38:10.523,523,515
18:38:10.523,521,518
18:38:10.523,523,514
18:38:10.523,526,516
18:38:10.523,522,512
18:38:10.523,522,514
18:38:10.523,522,517
18:38:10.523,523,520
18:38:10.523,518,521
18:38:10.523,518,524
18:38:10.523,523,521
18:38:10.523,521,520
18:38:10.523,519,521
18:38:10.523,519,519
18:38:10.523,519,520
18:38:10.523,520,523
18:38:10.571,525,515
18:38:10.571,525,518
18:38:10.571,520,520
18:38:10.571,524,518
18:38:10.571,529,522
18:38:10.571,523,516
18:38:10.571,527,517
18:38:10.571,530,519
18:38:10.571,525,519
18:38:10.571,533,519
18:38:10.571,523,523
18:38:10.571,520,523
18:38:10.571,522,519
18:38:10.571,531,522
18:38:10.571,526,525
18:38:10.571,520,521
18:38:10.571,529,522
18:38:10.571,523,522
18:38:10.571,527,522
18:38:10.571,527,523
18:38:10.617,529,526
18:38:10.617,523,524
18:38:10.617,522,521
18:38:10.617,522,518
18:38:10.617,531,521
18:38:10.617,522,514
18:38:10.617,531,517
18:38:10.617,528,520
18:38:10.617,524,520
18:38:10.617,523,517
18:38:10.617,528,513
18:38:10.617,523,520
18:38:10.617,521,517
18:38:10.617,526,518
18:38:10.617,526,519
18:38:10.617,525,524
18:38:10.617,524,522
18:38:10.617,522,522
18:38:10.617,519,524
18:38:10.617,519,521
18:38:10.617,525,524
18:38:10.665,526,525
18:38:10.665,524,527
18:38:10.665,524,527
18:38:10.665,522,525
18:38:10.665,518,520
18:38:10.665,520,528
18:38:10.665,520,524
18:38:10.665,520,528
18:38:10.665,516,522
18:38:10.665,521,519
18:38:10.665,520,514
18:38:10.665,527,513
18:38:10.665,533,512
18:38:10.665,533,514
18:38:10.665,523,513
18:38:10.665,518,513
18:38:10.665,518,510
18:38:10.665,519,520
18:38:10.665,514,523
18:38:10.665,521,526
18:38:10.706,519,526
18:38:10.706,518,526
18:38:10.706,520,524
18:38:10.706,521,524
18:38:10.706,520,520
18:38:10.706,525,519
18:38:10.706,520,517
18:38:10.706,518,513
18:38:10.706,518,514
18:38:10.706,517,512
18:38:10.706,518,516
18:38:10.706,520,519
18:38:10.706,519,522
18:38:10.706,510,522
18:38:10.706,517,521
18:38:10.706,520,518
18:38:10.706,527,518
18:38:10.752,523,518
18:38:10.752,521,520
18:38:10.752,519,519
18:38:10.752,522,518
18:38:10.752,516,519
18:38:10.752,520,517
18:38:10.752,521,522
18:38:10.752,526,524
18:38:10.752,519,522
18:38:10.752,523,524
18:38:10.752,522,522
18:38:10.752,519,519
18:38:10.752,525,524
18:38:10.752,523,520
18:38:10.752,529,523
18:38:10.752,523,526
18:38:10.752,523,528
18:38:10.752,522,527
18:38:10.752,524,527
18:38:10.752,522,526
18:38:10.752,520,525
18:38:10.790,527,526
18:38:10.790,521,530
18:38:10.790,526,529
18:38:10.790,523,528
18:38:10.790,524,529
