Time,I,Q
12:27:50.526,526,522
12:27:50.526,522,523
12:27:50.526,523,521
12:27:50.526,523,522
12:27:50.526,525,520
12:27:50.526,524,520
12:27:50.526,515,521
12:27:50.526,523,521
12:27:50.526,520,515
12:27:50.526,534,517
12:27:50.526,527,521
12:27:50.526,526,526
12:27:50.526,513,527
12:27:50.526,519,525
12:27:50.526,519,524
12:27:50.526,517,523
12:27:50.526,519,520
12:27:50.573,526,520
12:27:50.573,524,522
12:27:50.573,526,522
12:27:50.573,521,520
12:27:50.573,522,520
12:27:50.573,523,521
12:27:50.573,517,522
12:27:50.573,515,520
12:27:50.573,529,526
12:27:50.573,521,522
12:27:50.573,528,524
12:27:50.573,526,524
12:27:50.573,516,525
12:27:50.573,521,523
12:27:50.573,525,521
12:27:50.573,523,523
12:27:50.573,523,523
12:27:50.573,524,522
12:27:50.573,526,522
12:27:50.573,518,520
12:27:50.573,522,521
12:27:50.620,521,523
12:27:50.620,522,521
12:27:50.620,523,522
12:27:50.620,522,520
12:27:50.620,522,520
12:27:50.620,526,524
12:27:50.620,520,527
12:27:50.620,517,524
12:27:50.620,525,521
12:27:50.620,523,522
12:27:50.620,525,523
12:27:50.620,518,518
12:27:50.620,521,520
12:27:50.620,522,520
12:27:50.620,522,519
12:27:50.620,525,518
12:27:50.620,522,524
12:27:50.620,520,522
12:27:50.620,525,524
12:27:50.620,522,522
12:27:50.667,519,522
12:27:50.667,529,522
12:27:50.667,528,518
12:27:50.667,525,520
12:27:50.667,523,521
12:27:50.667,516,525
12:27:50.667,520,522
12:27:50.667,523,522
12:27:50.667,522,522
12:27:50.667,519,522
12:27:50.667,520,524
12:27:50.667,518,524
12:27:50.667,529,521
12:27:50.667,526,520
12:27:50.667,519,522
12:27:50.667,521,519
12:27:50.667,529,520
12:27:50.667,517,523
12:27:50.667,517,523
12:27:50.667,519,520
12:27:50.712,527,518
12:27:50.712,526,523
12:27:50.712,522,520
12:27:50.712,526,522
12:27:50.712,518,520
12:27:50.712,528,524
12:27:50.712,526,522
12:27:50.712,514,520
12:27:50.712,522,520
12:27:50.712,515,526
12:27:50.712,518,522
12:27:50.712,525,523
12:27:50.712,523,522
12:27:50.712,527,523
12:27:50.712,525,521
12:27:50.712,520,522
12:27:50.712,522,518
12:27:50.712,523,523
12:27:50.712,523,520
12:27:50.712,529,524
12:27:50.759,520,520
12:27:50.759,527,519
12:27:50.759,522,522
12:27:50.759,519,520
12:27:50.759,519,524
12:27:50.759,525,522
12:27:50.759,522,524
12:27:50.759,522,524
12:27:50.759,521,521
12:27:50.759,522,523
12:27:50.759,520,519
12:27:50.759,526,522
12:27:50.759,521,523
12:27:50.759,520,524
12:27:50.759,525,520
12:27:50.759,519,524
12:27:50.759,520,525
12:27:50.759,524,521
12:27:50.759,522,525
12:27:50.759,523,516
12:27:50.805,524,520
12:27:50.805,522,520
12:27:50.805,521,524
12:27:50.805,520,520
12:27:50.805,521,524
12:27:50.805,523,523
12:27:50.805,527,522
12:27:50.805,520,522
12:27:50.805,523,522
12:27:50.805,522,521
12:27:50.805,530,520
12:27:50.805,527,524
12:27:50.805,520,520
12:27:50.805,524,523
12:27:50.805,525,524
12:27:50.805,523,520
12:27:50.805,518,523
12:27:50.805,519,523
12:27:50.805,523,522
12:27:50.805,525,521
12:27:50.851,525,520
12:27:50.851,515,517
12:27:50.851,528,523
12:27:50.851,524,523
12:27:50.851,523,521
12:27:50.851,525,522
12:27:50.851,523,522
12:27:50.851,524,522
12:27:50.851,527,521
12:27:50.851,517,520
12:27:50.851,526,521
12:27:50.851,518,522
12:27:50.851,524,520
12:27:50.851,523,522
12:27:50.851,521,522
12:27:50.851,516,522
12:27:50.851,520,521
12:27:50.851,517,522
12:27:50.851,526,522
12:27:50.897,526,524
12:27:50.897,516,521
12:27:50.897,528,521
12:27:50.897,521,522
12:27:50.897,520,524
12:27:50.897,521,523
12:27:50.897,522,521
12:27:50.897,519,523
12:27:50.897,527,521
12:27:50.897,519,520
12:27:50.897,524,521
12:27:50.897,528,522
12:27:50.897,526,520
12:27:50.897,524,524
12:27:50.897,522,524
12:27:50.897,522,521
12:27:50.897,523,521
12:27:50.897,518,524
12:27:50.897,515,520
12:27:50.897,520,522
12:27:50.944,516,524
12:27:50.944,521,520
12:27:50.944,522,520
12:27:50.944,520,521
12:27:50.944,529,521
12:27:50.944,523,520
12:27:50.944,528,520
12:27:50.944,524,519
12:27:50.944,517,522
12:27:50.944,519,525
12:27:50.944,518,521
12:27:50.944,518,521
12:27:50.944,518,524
12:27:50.944,523,522
12:27:50.944,521,522
12:27:50.944,529,520
12:27:50.944,525,522
12:27:50.944,524,522
12:27:50.944,523,524
12:27:50.944,519,521
12:27:50.990,524,521
12:27:50.990,522,522
12:27:50.990,521,522
12:27:50.990,520,521
12:27:50.990,525,521
12:27:50.990,525,518
12:27:50.990,522,520
12:27:50.990,529,524
12:27:50.990,521,527
12:27:50.990,517,524
12:27:50.990,527,525
12:27:50.990,518,525
12:27:50.990,519,522
12:27:50.990,517,521
12:27:50.990,527,520
12:27:50.990,530,520
12:27:50.990,524,520
12:27:50.990,520,521
12:27:50.990,518,523
12:27:50.990,519,521
12:27:51.038,528,520
12:27:51.038,525,521
12:27:51.038,522,523
12:27:51.038,522,520
12:27:51.038,526,524
12:27:51.038,527,520
12:27:51.038,525,523
12:27:51.038,518,524
12:27:51.038,519,522
12:27:51.038,527,524
12:27:51.038,521,523
12:27:51.038,524,521
12:27:51.038,523,523
12:27:51.038,524,523
12:27:51.038,526,523
12:27:51.038,522,523
12:27:51.038,519,523
12:27:51.038,521,523
12:27:51.038,526,519
12:27:51.038,525,517
12:27:51.085,522,522
12:27:51.085,525,522
12:27:51.085,516,521
12:27:51.085,522,521
12:27:51.085,526,521
12:27:51.085,519,524
12:27:51.085,525,519
12:27:51.085,518,524
12:27:51.085,527,520
12:27:51.085,518,520
12:27:51.085,523,520
12:27:51.085,527,523
12:27:51.085,516,525
12:27:51.085,516,520
12:27:51.085,524,525
12:27:51.085,521,524
12:27:51.085,518,524
12:27:51.085,528,524
12:27:51.085,526,519
12:27:51.085,527,520
12:27:51.085,529,522
12:27:51.131,521,518
12:27:51.131,525,523
12:27:51.131,527,517
12:27:51.131,528,518
12:27:51.131,521,521
12:27:51.131,526,524
12:27:51.131,520,525
12:27:51.131,514,523
12:27:51.131,520,524
12:27:51.131,527,523
12:27:51.131,522,523
12:27:51.131,522,522
12:27:51.131,529,519
12:27:51.131,521,520
12:27:51.131,523,520
12:27:51.131,531,520
12:27:51.131,525,521
12:27:51.131,522,517
12:27:51.131,531,522
12:27:51.131,523,522
12:27:51.178,523,524
12:27:51.178,520,523
12:27:51.178,520,524
12:27:51.178,519,522
12:27:51.178,518,520
12:27:51.178,530,523
12:27:51.178,518,524
12:27:51.178,520,525
12:27:51.178,523,524
12:27:51.178,529,521
12:27:51.178,521,523
12:27:51.178,524,524
12:27:51.178,523,521
12:27:51.178,522,521
12:27:51.178,518,520
12:27:51.178,520,524
12:27:51.178,522,523
12:27:51.178,524,520
12:27:51.178,522,522
12:27:51.178,522,523
12:27:51.225,513,522
12:27:51.225,528,524
12:27:51.225,518,523
12:27:51.225,524,521
12:27:51.225,528,524
12:27:51.225,524,523
12:27:51.225,518,525
12:27:51.225,525,521
12:27:51.225,518,520
12:27:51.225,521,521
12:27:51.225,521,522
12:27:51.225,519,520
12:27:51.225,525,520
12:27:51.225,528,521
12:27:51.225,526,522
12:27:51.225,524,519
12:27:51.225,521,521
12:27:51.225,513,518
12:27:51.225,523,519
12:27:51.225,525,519
12:27:51.272,534,523
12:27:51.272,521,522
12:27:51.272,520,521
12:27:51.272,510,524
12:27:51.272,521,524
12:27:51.272,519,521
12:27:51.272,518,522
12:27:51.272,523,524
12:27:51.272,523,522
12:27:51.272,530,521
12:27:51.272,523,522
12:27:51.272,522,520
12:27:51.272,524,522
12:27:51.272,520,522
12:27:51.272,526,522
12:27:51.272,519,522
12:27:51.272,520,524
12:27:51.272,524,524
12:27:51.272,517,525
12:27:51.272,521,522
12:27:51.319,526,520
12:27:51.319,525,520
12:27:51.319,526,522
12:27:51.319,528,521
12:27:51.319,518,524
12:27:51.319,520,519
12:27:51.319,526,524
12:27:51.319,524,521
12:27:51.319,521,522
12:27:51.319,521,521
12:27:51.319,529,523
12:27:51.319,517,520
12:27:51.319,525,521
12:27:51.319,521,518
12:27:51.319,526,520
12:27:51.319,522,520
12:27:51.319,524,521
12:27:51.319,525,523
12:27:51.319,518,520
12:27:51.319,523,519
12:27:51.366,525,519
12:27:51.366,528,521
12:27:51.366,522,521
12:27:51.366,529,523
12:27:51.366,521,524
12:27:51.366,517,523
12:27:51.366,525,520
12:27:51.366,520,525
12:27:51.366,518,521
12:27:51.366,520,524
12:27:51.366,518,525
12:27:51.366,521,523
12:27:51.366,522,521
12:27:51.366,519,522
12:27:51.366,518,520
12:27:51.366,524,520
12:27:51.366,523,521
12:27:51.366,520,521
12:27:51.366,520,520
12:27:51.366,526,521
12:27:51.366,517,523
12:27:51.413,525,521
12:27:51.413,519,525
12:27:51.413,522,521
12:27:51.413,523,520
12:27:51.413,518,522
12:27:51.413,524,521
12:27:51.413,525,521
12:27:51.413,526,522
12:27:51.413,520,521
12:27:51.413,524,520
12:27:51.413,520,520
12:27:51.413,527,521
12:27:51.413,521,523
12:27:51.413,520,523
12:27:51.413,527,522
12:27:51.413,515,521
12:27:51.413,526,521
12:27:51.413,515,521
12:27:51.413,520,522
12:27:51.413,521,525
12:27:51.459,521,523
12:27:51.459,523,523
12:27:51.459,524,523
12:27:51.459,526,522
12:27:51.459,524,521
12:27:51.459,521,520
12:27:51.459,530,526
